Square Footage,Bedrooms,Bathrooms,Location,Garage,Swimming Pool,House Age,House Price ($)
1487,4,2,Sangli,2,1,35,672187
4308,5,2,Noida,0,1,6,988131
4956,3,2,Bhavnagar,2,1,47,1209267
1896,5,3,Muzaffarpur,1,1,23,688057
4343,2,1,Jaipur,2,1,4,982793
2212,3,1,Sangli,1,0,1,555583
1703,2,2,Surat,2,1,9,631087
2470,2,2,Udupi,1,1,48,728407
1580,3,3,Arrah,1,0,9,452758
3837,1,1,Nellore,2,1,44,968116
3908,3,3,Thane,1,0,46,869113
3294,1,1,Bardhaman,0,1,15,758370
4147,5,3,Guwahati,2,0,24,974289
1153,5,2,Vadodara,0,1,48,565560
2679,3,3,Bilaspur,1,1,8,768419
4506,5,2,Jalandhar,1,0,28,1028248
1996,4,1,Indore,1,0,42,612488
4157,2,1,Ujjain,2,0,46,915134
3744,2,2,Panipat,1,1,17,898896
4356,1,1,Rourkela,0,1,35,889882
2243,5,3,Jodhpur,0,1,31,728479
2092,1,2,Gandhinagar,2,1,4,713175
4118,2,1,Amravati,0,1,48,872857
2008,2,3,Noida,2,0,14,628863
3141,5,3,Guntur,2,1,25,932615
2773,4,1,Rajahmundry,1,0,46,713014
1957,4,1,Jalandhar,0,0,48,564583
4059,5,3,Jodhpur,0,1,40,1007071
1452,5,2,Shillong,0,1,7,578888
2227,1,1,Bhubaneswar,1,0,31,524541
3959,5,1,Belgaum,2,1,35,1075390
3265,4,2,Hapur,0,0,38,770202
3521,5,2,Moradabad,0,1,20,882968
3479,1,1,Amritsar,0,0,16,704105
3388,1,2,Guwahati,0,1,22,773171
1550,1,3,Tirupati,1,1,36,568625
2635,1,3,Bhubaneswar,2,1,19,825979
2312,3,3,Davanagere,0,0,2,550631
4325,5,1,Mangalore,0,1,4,919719
2757,2,2,Hapur,2,0,34,710857
1356,5,3,Bikaner,1,1,7,568028
3070,3,2,Mangalore,1,1,47,880054
2785,1,3,Gurgaon,1,0,49,634351
3569,3,2,Muzaffarpur,1,0,14,754989
2781,4,3,Noida,0,0,43,660462
4908,4,3,Salem,2,1,32,1202980
4171,5,3,Nashik,2,1,17,1096202
3849,5,3,Madurai,2,1,37,1072136
4251,2,3,Karimnagar,1,1,14,996052
4294,2,3,Ulhasnagar,1,1,17,1045011
4977,4,3,Muzaffarpur,2,1,32,1224344
3809,1,3,Malegaon,0,1,2,824183
4730,3,3,Panchkula,1,0,39,1014593
3489,2,2,Chennai,0,1,4,820752
2631,2,2,Shillong,2,0,40,694671
3816,1,1,Pune,1,1,30,867995
2015,1,3,Lucknow,0,0,30,500728
2348,5,2,Bangalore,1,0,33,620770
1515,3,2,Srinagar,2,0,42,560439
4087,1,2,Ulhasnagar,2,1,1,932619
3839,2,2,Indore,2,0,33,854422
1335,2,2,Mathura,0,0,36,363755
2782,4,2,Chandigarh,1,0,49,677479
3305,1,1,Nanded,1,0,31,748372
1496,5,2,Patna,1,1,37,688696
1895,3,1,Arrah,2,1,14,679337
3207,5,1,Jamshedpur,0,1,6,827698
4546,2,3,Puducherry,2,1,7,1051707
1851,5,3,Navi Mumbai,2,0,40,627066
2687,2,3,Mangalore,0,1,24,681178
2931,2,2,Kochi,2,0,4,665910
3737,2,3,Indore,2,1,25,959438
4746,2,2,Hyderabad,1,0,3,953934
3427,2,2,Jhansi,0,0,28,667528
2568,4,3,Chennai,0,0,23,588998
1956,5,3,Sangli,1,0,36,648033
3738,4,1,Hubli,0,1,48,903057
4498,4,1,Malegaon,1,1,13,1063931
2636,1,2,Bijapur,2,0,22,622780
2291,1,2,Coimbatore,0,0,25,552379
4906,1,3,Bhavnagar,0,1,43,1019375
4648,3,3,Kochi,2,1,24,1117907
2440,1,1,Varanasi,2,1,43,725986
2191,5,3,Varanasi,0,0,37,658661
4913,4,2,Varanasi,0,0,33,943114
2066,5,3,Puducherry,0,0,14,546105
4627,1,1,Visakhapatnam,1,0,24,899854
1284,3,2,Panchkula,0,1,22,483608
3444,3,1,Shillong,0,0,37,721321
1011,4,1,Chandigarh,2,1,23,565486
2630,5,2,Patna,2,0,6,758602
4373,2,1,Indore,1,1,19,967646
4969,5,3,Amritsar,2,0,12,1111425
4324,1,3,Bardhaman,0,1,26,911133
3546,2,1,Rourkela,0,1,29,819050
1753,3,3,Nashik,1,0,14,487884
3082,4,1,Kottayam,2,1,17,884603
3774,4,3,Ambala,2,1,30,1053958
3896,3,1,Bardhaman,2,1,7,1003570
1089,1,3,Jamshedpur,1,0,21,394929
1775,3,2,Kota,2,0,1,564097
3652,1,2,Hyderabad,2,0,49,836124
4993,2,3,Delhi,2,0,38,1073266
4017,3,1,Jamshedpur,0,1,4,918738
2625,1,3,Chandigarh,1,1,46,792922
4069,2,1,Etawah,0,0,8,819841
1417,3,3,Delhi,1,1,18,587575
1114,4,3,Vijayawada,2,0,45,521318
1616,3,2,Bhubaneswar,0,0,8,461041
4974,5,1,Kanpur,2,1,31,1241607
4267,3,1,Ranchi,2,0,31,935870
1825,5,1,Hyderabad,1,1,28,708734
4572,2,1,Kollam,2,0,48,990976
2649,3,1,Ludhiana,0,0,37,581878
2516,2,2,Panipat,1,0,3,601607
4146,2,3,Mangalore,1,1,45,954091
1412,1,1,Moradabad,0,0,15,338054
4447,2,1,Vadodara,2,1,4,1023428
4491,2,3,Bhavnagar,2,0,35,1033402
1728,3,2,Lucknow,2,0,34,576697
4348,3,2,Patna,2,1,36,1082080
4068,4,2,Indore,2,1,6,1062944
3808,1,3,Varanasi,1,1,4,901670
1675,2,3,Udupi,1,1,49,670181
4465,1,2,Kochi,0,1,30,924569
2892,5,2,Rajahmundry,2,1,39,893899
3504,2,3,Kota,2,0,18,813816
3967,1,2,Belgaum,2,1,22,1016078
3239,4,1,Jalandhar,0,0,10,732526
3786,4,3,Bilaspur,2,0,49,956369
4760,2,2,Kota,1,0,29,958219
2122,5,1,Coimbatore,2,1,23,722787
2571,4,3,Bhavnagar,0,0,4,601465
1977,4,3,Visakhapatnam,1,0,19,606148
2008,5,1,Bokaro,1,0,26,577030
3143,1,3,Ambala,1,1,7,837431
2687,4,2,Bharuch,2,0,13,761535
3710,3,3,Jhansi,0,1,3,906838
4261,4,2,Shillong,0,0,40,878502
4807,1,1,Ahmedabad,2,1,11,1072870
1036,1,1,Mangalore,0,1,16,410374
4851,2,3,Madurai,1,0,20,1014033
4440,3,1,Salem,1,0,23,944182
4766,1,1,Hapur,0,1,23,935164
2548,5,3,Navsari,0,1,32,714033
3326,3,2,Rampur,2,1,41,899930
3264,3,3,Nanded,2,0,42,866427
3914,5,3,Madurai,2,0,38,1002149
1872,4,2,Kanpur,2,0,3,625161
2821,5,2,Hubli,2,0,8,716440
2296,5,2,Dehradun,2,0,38,664219
4952,4,3,Bangalore,1,1,40,1205104
3109,4,2,Jodhpur,0,1,14,810993
1595,4,1,Indore,2,1,8,604986
2903,4,2,Chennai,1,1,11,783233
1728,4,1,Bardhaman,0,1,42,557680
2365,5,2,Guwahati,0,1,42,714301
1396,2,1,Chhapra,0,0,43,393063
1698,2,1,Mumbai,2,1,33,610840
4090,1,1,Rampur,2,0,15,897747
3224,2,1,Coimbatore,2,0,37,745180
2635,2,1,Guwahati,0,0,14,541043
1395,5,2,Nashik,0,0,26,451671
3492,4,3,Tiruchirappalli,1,1,8,905517
4304,4,3,Ulhasnagar,1,1,49,1030219
4986,5,3,Bijapur,1,0,4,1010047
1075,2,3,Aligarh,1,0,36,421272
1264,5,3,Gopalpur,0,1,18,572395
3502,1,1,Mathura,2,1,27,936018
2819,4,2,Amritsar,2,1,19,830520
1717,3,1,Jamshedpur,2,0,3,549677
3782,1,2,Bijapur,2,1,9,970662
4455,1,2,Hapur,1,1,39,1029123
4635,5,2,Jodhpur,0,0,2,885396
1850,2,2,Jodhpur,2,0,9,520287
4577,4,3,Tirupati,0,1,6,1015338
2390,3,2,Etawah,1,0,38,645679
1143,1,2,Kolkata,1,0,28,380994
1884,3,3,Belgaum,2,0,48,628628
4140,2,1,Bhiwandi,2,0,34,912022
4170,2,1,Pune,1,0,29,835098
1395,3,1,Mangalore,1,1,48,630952
4096,4,1,Etawah,0,1,3,922663
3995,2,2,Guwahati,1,1,16,905604
3938,3,3,Delhi,0,1,44,915808
2492,1,3,Amravati,1,1,35,762290
4555,3,1,Etawah,0,0,11,854970
4636,3,3,Etawah,1,1,43,1060127
4222,5,2,Faridabad,1,1,23,1061452
2167,2,1,Moradabad,0,0,30,558957
3616,4,2,Patna,0,1,48,864006
2062,4,2,Gopalpur,2,1,5,749618
3156,5,2,Visakhapatnam,2,1,8,892315
4764,4,2,Puducherry,1,1,43,1107404
2065,3,2,Siliguri,1,0,43,565066
2209,5,1,Delhi,0,0,10,559753
3982,1,2,Chandigarh,1,0,28,781883
3445,2,1,Warangal,2,0,36,825434
4294,2,3,Karimnagar,0,1,10,960680
1633,2,2,Raipur,1,1,14,578849
2156,3,2,Panchkula,0,1,38,659243
4234,1,3,Surat,2,1,37,990456
2238,5,1,Jhansi,2,1,47,818424
1732,5,2,Siliguri,2,1,5,710721
1234,2,3,Ulhasnagar,1,1,6,491911
4914,1,3,Bhubaneswar,1,0,30,1001869
3705,1,2,Bhiwandi,1,0,19,753669
1750,1,1,Kolkata,1,0,49,452746
3635,4,1,Guntur,1,0,14,821521
4080,4,2,Agra,1,0,11,851941
4145,2,3,Shillong,2,0,46,981972
1953,1,2,Karimnagar,2,0,5,535540
3539,1,1,Guntur,1,1,45,910332
3960,5,3,Moradabad,2,1,31,1034422
4324,5,2,Etawah,0,1,44,1071783
4301,2,3,Agra,1,1,32,1045575
2542,1,1,Belgaum,0,0,24,559493
2197,2,1,Salem,1,0,10,570583
2676,5,1,Hyderabad,1,0,13,646056
2191,5,2,Guwahati,2,0,47,715866
3217,4,3,Kadapa,0,1,13,854076
2416,2,2,Bokaro,2,1,36,780434
3993,2,2,Bilaspur,1,1,22,926165
3842,1,2,Chennai,0,1,9,824564
3681,1,2,Navsari,1,0,19,814113
2217,4,3,Kanpur,2,0,7,615874
2540,3,3,Kolkata,1,1,15,776785
3076,3,2,Dehradun,1,1,17,788686
4236,3,2,Patna,2,1,46,1110530
2445,2,1,Firozabad,1,1,14,655256
3386,2,1,Etawah,0,1,41,780630
4719,5,3,Pune,2,1,48,1234499
2519,2,1,Nashik,1,0,2,588587
2388,2,3,Tiruchirappalli,2,0,14,669114
2856,2,3,Udupi,1,1,4,771228
2365,4,3,Shillong,2,0,3,635644
1499,2,1,Jaipur,2,0,3,460789
2680,1,1,Arrah,0,0,11,557184
1510,1,3,Ahmedabad,2,1,5,595396
4398,5,3,Siliguri,0,0,48,950263
1216,4,2,Ghaziabad,2,0,29,506129
2324,1,3,Bijapur,2,0,28,669752
2155,4,3,Malegaon,1,0,23,603178
2827,4,2,Kanpur,1,0,30,748645
4141,5,3,Surat,1,0,23,907473
4323,4,3,Delhi,2,0,41,1059135
4486,2,3,Bhavnagar,2,1,22,1079065
2810,4,2,Rourkela,0,0,43,672493
3492,5,1,Visakhapatnam,0,0,12,758114
3923,5,3,Kollam,0,0,27,837639
2205,5,2,Noida,1,1,40,715390
3214,1,3,Navi Mumbai,1,0,46,763206
1090,2,2,Jaipur,0,1,49,468214
1713,1,3,Vijayawada,2,0,15,522900
2881,3,2,Nagpur,1,1,47,808482
4602,2,1,Aligarh,1,1,23,1054726
1038,4,1,Ulhasnagar,0,1,44,465162
4197,5,1,Madurai,1,0,41,920225
4522,3,3,Aligarh,0,1,44,1014059
1172,2,2,Mumbai,1,0,19,418728
1652,1,3,Bhopal,2,0,44,542231
1753,5,3,Indore,2,0,11,577077
2243,1,2,Arrah,1,1,38,688460
4709,2,3,Kollam,0,0,40,898062
2081,2,2,Aligarh,1,1,43,688651
2683,3,2,Hyderabad,0,0,3,557912
3523,4,1,Ghaziabad,1,0,16,749847
1455,1,1,Udupi,2,0,32,456351
1828,3,1,Bardhaman,2,0,38,582396
1894,5,2,Ludhiana,1,0,9,594236
2384,4,1,Panipat,1,0,41,644918
2958,3,2,Jalandhar,1,0,38,737617
4072,1,3,Nellore,2,1,5,1008120
3434,2,1,Mathura,2,0,1,801660
2996,5,2,Bikaner,0,0,35,674025
3395,1,2,Belgaum,1,1,35,847546
1189,4,2,Bhubaneswar,1,1,12,541226
1504,4,2,Jalandhar,2,1,36,715153
2214,2,1,Mumbai,1,0,21,601616
2531,2,1,Ujjain,0,1,48,710622
4440,5,1,Panchkula,1,0,43,930747
4480,5,2,Chandigarh,2,1,8,1078583
1823,2,3,Tirupati,1,0,27,570902
1928,2,2,Pune,2,1,9,647247
1933,4,3,Mathura,0,0,28,528447
2140,2,1,Ahmedabad,0,0,30,530323
1133,3,2,Sangli,1,0,14,381988
3105,1,2,Udupi,1,1,23,742660
4627,2,1,Bangalore,2,1,29,1072129
1684,5,2,Aligarh,0,1,26,598870
3719,3,3,Bijapur,0,1,22,871418
3220,5,3,Coimbatore,0,1,15,801162
2852,3,3,Bardhaman,0,0,9,668598
1814,2,2,Nellore,1,1,26,600398
2172,1,2,Mumbai,1,0,17,528391
1079,5,3,Kadapa,2,0,9,565646
3933,3,2,Chennai,0,0,3,763220
4284,4,3,Bharuch,1,0,16,968836
1202,2,1,Jodhpur,1,1,13,501354
3811,1,3,Ujjain,0,1,26,836451
2252,2,1,Patna,1,1,17,691192
2699,4,1,Parbhani,2,1,32,860749
2250,1,1,Malegaon,2,1,24,733004
2682,4,3,Bikaner,0,1,36,790888
2555,2,3,Agra,2,0,22,668039
4512,3,2,Faridabad,1,1,9,989483
4473,2,2,Hubli,2,0,22,952112
3094,2,1,Muzaffarpur,1,0,41,668272
2256,2,3,Chhapra,0,0,46,558625
4376,5,2,Dehradun,0,0,20,892464
2549,4,2,Ranchi,1,1,3,783054
2166,4,2,Nellore,1,1,36,710891
4486,4,3,Panipat,2,0,33,996598
4584,5,2,Kakinada,1,1,18,1112920
2396,3,1,Bardhaman,0,0,36,551872
4637,2,3,Hyderabad,1,0,10,922276
4957,3,2,Kollam,2,0,36,1044098
4330,5,2,Bhopal,2,0,21,1044167
3703,4,3,Parbhani,1,1,25,983437
1470,2,2,Firozabad,2,0,49,527828
4018,1,2,Bikaner,2,1,40,960058
2035,1,1,Salem,0,0,9,405526
2353,3,3,Bangalore,1,1,48,712174
3783,4,2,Nellore,0,1,27,910095
3831,1,3,Varanasi,0,1,15,855472
1967,3,3,Raipur,2,0,32,655770
1357,5,1,Coimbatore,0,0,48,438105
4019,3,1,Ghaziabad,1,1,44,977639
4479,3,3,Bokaro,1,1,39,1079539
1667,3,1,Malegaon,1,0,16,478623
1372,2,1,Jhansi,0,1,28,494713
2031,3,2,Kakinada,1,1,6,661888
2145,3,1,Ambala,1,1,6,628857
2371,2,1,Ulhasnagar,0,0,38,518850
3723,2,2,Etawah,0,0,47,740758
1089,5,2,Ranchi,0,0,2,416019
4719,4,3,Agra,0,0,41,1003082
3745,1,1,Bhiwandi,2,0,40,866334
4387,1,2,Muzaffarpur,0,0,7,830284
4249,3,1,Kanpur,0,1,27,904910
1539,5,3,Parbhani,1,1,28,614254
3779,3,1,Ludhiana,1,1,16,870698
1868,1,1,Gopalpur,0,1,47,609612
1040,2,1,Karimnagar,0,1,9,444309
1739,4,2,Bharuch,0,1,15,617629
4775,5,2,Nanded,1,0,34,1052048
2946,2,3,Ambala,1,1,20,820254
3549,4,1,Agra,0,1,14,807464
4006,5,3,Tiruchirappalli,1,0,11,937464
4216,5,3,Bharuch,1,0,30,992877
2224,1,2,Nagpur,0,1,3,597473
1928,2,1,Muzaffarpur,1,1,2,633801
3036,5,1,Siliguri,0,1,14,794428
4795,5,3,Kanpur,2,0,29,1125400
3508,4,1,Srinagar,2,0,5,794467
3779,1,2,Siliguri,2,0,44,872292
3799,3,3,Jhansi,1,0,46,896489
1924,1,3,Kollam,2,1,6,681167
3956,3,2,Delhi,1,1,8,949428
2581,2,2,Mysore,0,1,39,715862
4618,2,2,Jaipur,2,0,39,961847
4324,5,2,Shillong,1,0,44,976674
1389,2,2,Parbhani,2,1,29,591486
2617,5,2,Bhopal,1,1,39,829352
3930,1,3,Noida,1,1,44,915535
1255,2,1,Kochi,0,0,27,335025
1708,1,1,Pune,1,1,16,543066
2838,1,3,Amravati,1,0,27,620455
2944,2,1,Mathura,2,1,39,825916
3497,1,1,Muzaffarpur,0,1,40,810629
1009,2,3,Ulhasnagar,1,0,1,423318
3871,2,1,Surat,2,0,45,926645
1797,2,1,Sangli,0,0,33,486645
4313,3,3,Ambala,1,1,39,1008511
4322,1,1,Hubli,2,0,27,941217
1876,4,2,Firozabad,0,1,17,598917
2028,2,3,Patna,0,0,15,479818
4190,1,1,Bangalore,0,1,22,854440
2015,5,1,Vadodara,0,0,19,498126
2824,2,2,Nellore,1,0,28,669377
1373,2,3,Mysore,1,1,23,569896
4136,4,3,Salem,0,0,36,842527
3193,3,1,Jhansi,0,1,49,795533
1223,3,2,Noida,1,1,39,520046
2262,2,2,Panipat,2,1,48,725768
3224,1,2,Amritsar,0,0,49,651455
2802,5,2,Raipur,1,1,20,856998
1852,5,2,Belgaum,1,0,47,585267
4353,1,2,Gandhinagar,2,0,9,946255
1062,2,3,Malegaon,1,1,23,475457
2240,5,1,Navi Mumbai,0,0,45,546918
4925,3,1,Malegaon,1,1,7,1101388
3874,1,2,Davanagere,0,1,31,816847
3842,4,3,Amritsar,1,1,11,1008111
1688,2,3,Bhavnagar,0,1,40,570763
2484,1,2,Sangli,0,1,17,682707
2633,5,1,Siliguri,1,1,36,811142
3152,2,2,Ludhiana,0,0,26,640765
4170,3,3,Hapur,1,0,36,927230
1510,2,2,Ahmedabad,1,0,18,464733
1384,2,1,Nanded,1,0,31,467703
1404,3,1,Nanded,0,0,49,408607
3870,3,3,Kakinada,1,1,35,992586
1517,2,2,Kakinada,2,0,41,572573
1475,3,2,Srinagar,0,1,28,520444
3000,1,3,Hyderabad,2,0,26,778555
3756,3,2,Ambala,2,0,6,831700
4934,3,3,Ahmedabad,2,1,34,1153692
2668,2,2,Jodhpur,2,0,28,746936
2893,1,1,Surat,1,0,44,666152
3818,4,3,Siliguri,2,0,47,927704
2460,4,2,Moradabad,0,1,9,703842
4094,5,2,Belgaum,2,0,29,978133
4044,3,2,Thane,2,1,34,1058856
4636,3,3,Bilaspur,2,0,12,1060727
3724,1,1,Gandhinagar,1,1,16,864171
1713,4,2,Gurgaon,2,0,7,587041
4529,5,3,Rampur,2,1,31,1155182
1082,1,2,Nagpur,2,1,33,529583
2168,3,1,Kanpur,0,0,7,474535
4156,4,1,Bijapur,1,0,3,826807
4149,5,1,Mathura,1,0,20,857764
3504,2,3,Karimnagar,1,1,5,907135
2901,4,2,Gandhinagar,0,0,3,668657
3048,5,3,Jalandhar,2,1,47,914345
1050,1,2,Siliguri,0,0,38,300485
1684,2,3,Bhubaneswar,1,0,15,542489
1716,5,2,Rampur,1,1,35,630050
4843,5,3,Kollam,1,0,23,1081740
2469,3,2,Kanpur,0,0,33,621850
1448,4,3,Rourkela,1,0,2,487607
1880,3,1,Amravati,2,1,36,674572
1487,2,3,Mysore,0,1,21,538582
2823,5,1,Raipur,2,1,14,890891
3081,3,1,Bhiwandi,1,1,14,844453
4419,4,2,Kadapa,1,0,42,1002227
3142,2,1,Bhubaneswar,0,0,11,669669
4143,1,1,Tiruchirappalli,2,0,4,838202
2574,3,2,Ambala,0,1,47,751773
3201,2,3,Gurgaon,2,0,30,768162
1249,1,3,Kadapa,1,1,36,501058
1673,3,1,Gurgaon,0,0,20,411001
1437,2,3,Bokaro,0,1,16,493725
3165,2,1,Kakinada,2,1,34,833085
1770,3,3,Coimbatore,1,0,45,571396
4962,2,3,Nashik,1,1,8,1038837
4377,5,3,Lucknow,2,1,45,1102237
1267,3,1,Ahmedabad,2,0,20,451402
2984,2,2,Bharuch,2,1,21,829171
2077,1,3,Aligarh,2,1,40,707694
1235,1,3,Visakhapatnam,2,0,30,530010
1388,5,3,Hubli,1,1,36,688998
4037,3,1,Jhansi,1,1,5,956146
4805,2,2,Noida,0,1,21,1020242
1762,2,1,Rourkela,1,0,38,550817
2848,1,3,Jamshedpur,2,0,23,674679
3448,5,1,Tiruchirappalli,1,0,19,846259
1623,1,3,Tirupati,1,0,10,445264
3814,1,3,Udupi,1,1,27,874165
4374,5,1,Visakhapatnam,0,0,35,881920
3966,3,3,Shillong,0,0,13,773338
4278,2,3,Guwahati,2,0,9,908571
2252,3,2,Belgaum,2,0,17,644125
3900,4,1,Hyderabad,0,1,31,880661
4981,4,1,Moradabad,1,1,42,1168091
1577,4,3,Kota,1,0,44,560400
3122,5,3,Ambala,0,1,45,809696
1434,1,1,Arrah,2,0,24,424273
3150,3,1,Tiruchirappalli,1,0,42,733854
4493,2,1,Ghaziabad,2,1,19,1013863
4775,4,3,Mumbai,1,1,49,1150217
1763,3,2,Agra,2,1,30,723921
3785,4,2,Tiruchirappalli,1,1,5,959366
3853,4,3,Kota,2,1,8,1045948
2329,2,3,Bangalore,2,1,37,784076
3145,5,3,Jamshedpur,2,0,47,867631
4921,1,1,Sangli,0,1,36,1039649
3845,5,3,Vadodara,2,0,25,952570
2358,3,1,Patna,0,0,45,543175
3906,5,2,Vijayawada,0,0,49,900604
3482,3,3,Etawah,2,0,5,849680
1446,3,3,Ambala,0,0,33,444065
3017,1,1,Bhopal,0,1,22,669492
2331,2,1,Chennai,0,1,47,635310
1248,1,1,Varanasi,1,0,42,372606
1165,5,2,Bangalore,2,0,25,565099
4552,3,2,Bhopal,0,1,43,978971
4031,4,3,Jaipur,2,0,29,997315
2358,4,3,Bhavnagar,0,1,45,769539
2019,3,1,Rourkela,2,1,30,743414
1541,1,2,Chandigarh,0,1,48,571877
1758,2,3,Nellore,1,0,30,565959
4177,1,1,Amravati,1,0,44,888075
4634,3,1,Nanded,1,0,46,973995
3128,3,2,Agra,0,0,31,693766
3180,2,2,Jamshedpur,2,0,34,747312
1796,5,3,Hyderabad,0,0,28,590439
3947,5,3,Ambala,1,0,10,898715
1137,2,1,Gandhinagar,0,0,4,308950
3231,5,1,Nagpur,2,1,33,900211
4472,4,1,Warangal,1,0,17,928206
2353,5,3,Sangli,0,1,11,746051
3832,5,2,Hubli,2,1,7,1045203
4579,5,3,Hyderabad,1,1,17,1078471
2875,4,2,Rampur,2,0,28,771713
4031,5,3,Sangli,2,0,17,1002855
1068,4,3,Ahmedabad,1,0,41,515433
3593,2,2,Navi Mumbai,0,1,10,778687
4845,1,3,Nashik,0,0,26,899785
3100,2,3,Nellore,0,0,6,681224
2473,1,1,Nashik,0,1,17,585924
1204,2,2,Belgaum,2,0,16,441248
3173,1,2,Bareilly,0,1,39,753076
4818,1,1,Ujjain,0,1,26,1022179
1042,3,2,Nagpur,2,1,4,528912
4823,1,1,Kollam,2,0,20,971026
2906,1,2,Amravati,1,1,49,749483
3158,3,2,Raipur,2,1,41,875886
1760,5,2,Mysore,1,0,11,530563
4734,5,2,Kolkata,1,1,23,1089791
4254,3,1,Ahmedabad,0,0,33,860437
3895,4,1,Shillong,0,0,31,827377
3142,1,2,Lucknow,0,1,7,759294
2994,1,3,Agra,2,0,22,692001
4445,3,1,Kadapa,2,0,5,905784
2935,3,2,Srinagar,0,0,37,653667
4591,4,1,Bhopal,0,0,1,928378
1899,5,3,Ulhasnagar,2,1,6,766502
1359,2,3,Lucknow,1,0,45,451799
3947,5,3,Moradabad,1,0,47,919747
2719,1,2,Warangal,0,0,4,545339
1280,3,2,Navi Mumbai,0,0,30,363804
4266,4,3,Bhopal,0,1,30,1023047
2887,5,1,Bikaner,1,1,17,825588
4266,4,1,Gopalpur,0,0,24,873444
1666,5,3,Jamshedpur,1,1,31,692090
1092,1,2,Chhapra,2,0,28,465672
1671,2,1,Pune,2,1,45,648527
2969,4,1,Dehradun,2,0,43,776006
1060,4,1,Gandhinagar,0,0,4,330837
3681,2,2,Salem,2,1,39,964541
4122,4,3,Chennai,1,1,19,975529
4474,4,2,Noida,1,1,24,1032387
4860,5,1,Navi Mumbai,1,1,7,1068276
2028,5,3,Nellore,0,1,46,737876
2489,2,2,Bharuch,0,0,48,545640
1603,1,3,Vadodara,1,0,9,508116
1681,4,1,Mumbai,1,0,22,519962
4900,1,2,Nagpur,1,0,2,915122
3581,2,3,Parbhani,1,1,27,886831
2428,2,2,Gurgaon,2,1,16,723920
3885,5,1,Etawah,1,0,5,875636
4584,4,3,Chandigarh,0,0,12,927672
3692,3,1,Madurai,0,1,26,807323
3280,2,3,Kadapa,0,1,15,841964
1523,4,1,Kottayam,0,1,3,484080
3393,1,1,Visakhapatnam,0,1,9,707462
4117,5,2,Ujjain,1,1,28,1010176
3593,1,1,Bhubaneswar,1,0,39,738236
2968,2,2,Chhapra,2,0,36,709529
2101,2,1,Parbhani,2,0,25,556902
2753,1,1,Jaipur,2,0,41,715534
2836,2,1,Visakhapatnam,1,1,28,748503
4994,4,3,Jalandhar,2,0,47,1127179
4144,2,2,Amritsar,1,0,21,876879
3841,5,3,Jodhpur,0,0,29,879757
3296,4,2,Shillong,1,0,25,812053
3094,3,1,Kottayam,1,0,30,720103
2144,2,3,Kanpur,0,1,39,602120
3261,2,2,Visakhapatnam,0,0,11,678847
3286,5,1,Gurgaon,0,0,19,747727
2079,5,2,Firozabad,2,1,11,787287
3397,1,2,Udupi,2,1,25,849656
1106,1,1,Hubli,2,1,1,487995
3878,1,3,Bhavnagar,0,1,32,861123
1047,5,1,Faridabad,2,0,21,514710
4644,1,3,Coimbatore,0,1,45,1035567
1336,1,2,Firozabad,0,0,13,364618
2049,3,2,Gopalpur,0,1,34,627213
3851,1,2,Warangal,2,0,17,893200
2280,2,3,Noida,2,1,47,811244
3055,5,1,Bijapur,0,1,19,815373
1624,4,3,Tiruchirappalli,2,0,10,597274
2890,3,2,Bhubaneswar,1,0,42,762100
2276,5,2,Nagpur,2,1,9,777395
2715,5,1,Ludhiana,0,0,11,677130
3766,2,3,Mangalore,0,0,38,740334
1302,1,2,Kottayam,0,0,31,342791
1638,2,3,Hapur,1,0,2,454177
1055,1,3,Indore,0,1,24,451923
1725,1,1,Etawah,0,0,42,432131
1525,5,1,Gurgaon,2,1,47,699890
1473,1,2,Chhapra,1,0,5,449288
1027,3,1,Mangalore,2,1,30,521922
3125,3,3,Kollam,0,1,39,839002
4287,3,1,Raipur,0,1,35,954586
4457,5,3,Chandigarh,1,1,48,1089657
1364,2,2,Gurgaon,0,0,17,352152
3713,4,3,Bardhaman,1,0,31,826415
1525,1,1,Bhopal,2,1,2,521670
3746,4,1,Mumbai,1,0,16,814468
2335,2,2,Ludhiana,2,0,21,646325
1882,2,1,Mumbai,0,1,30,522768
2030,5,2,Bilaspur,2,0,1,666161
2026,3,2,Thane,2,0,14,637513
2646,3,1,Jalandhar,2,0,16,665117
1918,2,3,Karimnagar,1,0,9,522164
3797,5,2,Bilaspur,2,1,49,1041857
3410,5,3,Bhavnagar,1,1,8,932775
2774,1,1,Belgaum,1,0,9,614075
2531,3,3,Panchkula,1,1,34,798031
4345,2,3,Nanded,0,1,45,1002346
4577,4,3,Guntur,0,1,33,1050742
3853,3,3,Panchkula,0,1,22,912504
3786,1,1,Hubli,1,0,30,823297
2906,5,1,Raipur,0,0,7,618562
4086,2,3,Kochi,2,0,18,940121
2215,3,1,Bharuch,1,1,21,645651
2654,4,1,Bijapur,0,0,5,551590
1484,1,2,Madurai,1,0,7,447950
3075,1,1,Bhubaneswar,0,0,12,601199
1713,3,3,Bangalore,2,1,17,705044
2062,4,1,Ambala,1,0,24,607489
2976,1,1,Vijayawada,0,1,37,694632
2296,2,1,Ambala,0,1,44,645616
2254,1,1,Thane,2,1,19,734954
3133,4,2,Rajahmundry,2,1,45,916544
4545,5,3,Ambala,0,1,16,1086902
